# Configuration: STAG 12 Pack (Pack 3S4P) @ 10.0°C
# Output Level: Cell (raw cell values)
Time [s],Voltage [V],SOC [%],Power [W],Current [A],Charge [Ah],Temperature [°C],Heat Generation [W],Cooling Power [W]
3.2,4.116958,99.901235,-20.584791,-5,-0.004444,10.577843,0.219854,-30.688447
3.3,4.116265,99.898148,-20.581327,-5,-0.004583,10.522241,0.222838,-27.735479
3.4,4.115586,99.895062,-20.577931,-5,-0.004722,10.472033,0.225737,-25.069007
3.5,4.114921,99.891975,-20.574603,-5,-0.004861,10.426696,0.228554,-22.661255
3.6,4.114268,99.888889,-20.571341,-5,-0.005,10.385759,0.231295,-20.487139
3.7,4.113628,99.885802,-20.568141,-5,-0.005139,10.348795,0.233961,-18.524008
3.8,4.113,99.882716,-20.565002,-5,-0.005278,10.315418,0.236555,-16.751405
3.9,4.112385,99.87963,-20.561923,-5,-0.005417,10.285281,0.239081,-15.150857
4,4.11178,99.876543,-20.558902,-5,-0.005556,10.258069,0.241542,-13.70568
4.1,4.111187,99.873457,-20.555936,-5,-0.005694,10.233499,0.243939,-12.40081
4.2,4.110605,99.87037,-20.553025,-5,-0.005833,10.211315,0.246275,-11.222642
4.3,4.110033,99.867284,-20.550167,-5,-0.005972,10.191285,0.248552,-10.158889
4.4,4.109472,99.864198,-20.54736,-5,-0.006111,10.173201,0.250772,-9.198456
4.5,4.108921,99.861111,-20.544604,-5,-0.00625,10.156873,0.252938,-8.331325
4.6,4.108379,99.858025,-20.541895,-5,-0.006389,10.142132,0.25505,-7.548445
4.7,4.107847,99.854938,-20.539234,-5,-0.006528,10.128824,0.257112,-6.841647
4.8,4.107324,99.851852,-20.53662,-5,-0.006667,10.116809,0.259123,-6.203552
4.9,4.10681,99.848765,-20.53405,-5,-0.006806,10.105962,0.261087,-5.627496
5,4.106305,99.845679,-20.531523,-5,-0.006944,10.09617,0.263004,-5.107461
5.1,4.105808,99.842593,-20.529039,-5,-0.007083,10.087331,0.264877,-4.638013
5.2,4.105319,99.839506,-20.526597,-5,-0.007222,10.079351,0.266705,-4.214244
5.3,4.104839,99.83642,-20.524195,-5,-0.007361,10.072149,0.268491,-3.831724
5.4,4.104366,99.833333,-20.521832,-5,-0.0075,10.065648,0.270236,-3.48645
5.5,4.103901,99.830247,-20.519507,-5,-0.007639,10.05978,0.271941,-3.174809
5.6,4.103444,99.82716,-20.51722,-5,-0.007778,10.054483,0.273607,-2.893535
5.7,4.102994,99.824074,-20.514969,-5,-0.007917,10.049703,0.275235,-2.639684
5.8,4.102551,99.820988,-20.512754,-5,-0.008056,10.04539,0.276827,-2.410592
5.9,4.102115,99.817901,-20.510574,-5,-0.008194,10.041497,0.278382,-2.203858
6,4.101685,99.814815,-20.508427,-5,-0.008333,10.037985,0.279903,-2.01731
6.1,4.101263,99.811728,-20.506313,-5,-0.008472,10.034815,0.281391,-1.848988
6.2,4.100846,99.808642,-20.504231,-5,-0.008611,10.031956,0.282845,-1.697123
6.3,4.100436,99.805556,-20.50218,-5,-0.00875,10.029376,0.284267,-1.560117
6.4,4.100032,99.802469,-20.500161,-5,-0.008889,10.027049,0.285658,-1.436526
6.5,4.099634,99.799383,-20.498171,-5,-0.009028,10.02495,0.287019,-1.325048
6.6,4.099242,99.796296,-20.49621,-5,-0.009167,10.023057,0.288349,-1.224504
6.7,4.098855,99.79321,-20.494277,-5,-0.009306,10.021349,0.289651,-1.133834
6.8,4.098474,99.790123,-20.492372,-5,-0.009444,10.01981,0.290925,-1.052076
6.9,4.098099,99.787037,-20.490495,-5,-0.009583,10.018422,0.292172,-0.978364
7,4.097729,99.783951,-20.488643,-5,-0.009722,10.017171,0.293391,-0.911916
7.1,4.097364,99.780864,-20.486818,-5,-0.009861,10.016043,0.294585,-0.852026
7.2,4.097003,99.777778,-20.485017,-5,-0.01,10.015027,0.295753,-0.798055
7.3,4.096648,99.774691,-20.483242,-5,-0.010139,10.014111,0.296896,-0.749426
7.4,4.096298,99.771605,-20.48149,-5,-0.010278,10.013286,0.298015,-0.705621
7.5,4.095952,99.768519,-20.479761,-5,-0.010417,10.012544,0.299111,-0.666169
7.6,4.095611,99.765432,-20.478056,-5,-0.010556,10.011875,0.300183,-0.630645
7.7,4.095275,99.762346,-20.476373,-5,-0.010694,10.011273,0.301233,-0.598668
7.8,4.094942,99.759259,-20.474711,-5,-0.010833,10.010731,0.302261,-0.56989
7.9,4.094614,99.756173,-20.473071,-5,-0.010972,10.010243,0.303267,-0.544
8,4.09429,99.753086,-20.471452,-5,-0.011111,10.009805,0.304252,-0.520716
8.1,4.093971,99.75,-20.469853,-5,-0.01125,10.009411,0.305218,-0.499784
8.2,4.093655,99.746914,-20.468274,-5,-0.011389,10.009056,0.306163,-0.480973
8.3,4.093343,99.743827,-20.466714,-5,-0.011528,10.008738,0.307088,-0.464075
8.4,4.093035,99.740741,-20.465174,-5,-0.011667,10.008453,0.307995,-0.448904
8.5,4.09273,99.737654,-20.463651,-5,-0.011806,10.008196,0.308883,-0.435291
8.6,4.092429,99.734568,-20.462147,-5,-0.011944,10.007966,0.309753,-0.423082
8.7,4.092132,99.731481,-20.46066,-5,-0.012083,10.00776,0.310606,-0.41214
8.8,4.091838,99.728395,-20.459191,-5,-0.012222,10.007576,0.311441,-0.40234
8.9,4.091548,99.725309,-20.457738,-5,-0.012361,10.007411,0.312259,-0.393571
9,4.09126,99.722222,-20.456302,-5,-0.0125,10.007263,0.313061,-0.385729
9.1,4.090976,99.719136,-20.454882,-5,-0.012639,10.007131,0.313847,-0.378725
9.2,4.090695,99.716049,-20.453477,-5,-0.012778,10.007013,0.314617,-0.372475
9.3,4.090418,99.712963,-20.452088,-5,-0.012917,10.006909,0.315371,-0.366904
9.4,4.090143,99.709877,-20.450714,-5,-0.013056,10.006815,0.316111,-0.361946
9.5,4.089871,99.70679,-20.449354,-5,-0.013194,10.006732,0.316836,-0.357539
9.6,4.089602,99.703704,-20.448009,-5,-0.013333,10.006659,0.317547,-0.35363
9.7,4.089336,99.700617,-20.446678,-5,-0.013472,10.006593,0.318244,-0.350167
9.8,4.089072,99.697531,-20.44536,-5,-0.013611,10.006536,0.318927,-0.347106
9.9,4.088811,99.694444,-20.444055,-5,-0.01375,10.006485,0.319597,-0.344408
10,4.088553,99.691358,-20.442764,-5,-0.013889,10.00644,0.320254,-0.342036
10.1,4.088297,99.688272,-20.441485,-5,-0.014028,10.006401,0.320898,-0.339957
10.2,4.088044,99.685185,-20.440218,-5,-0.014167,10.006367,0.32153,-0.338141
10.3,4.087793,99.682099,-20.438964,-5,-0.014306,10.006337,0.322149,-0.336561
10.4,4.087544,99.679012,-20.437722,-5,-0.014444,10.006311,0.322757,-0.335195
10.5,4.087298,99.675926,-20.436491,-5,-0.014583,10.006289,0.323353,-0.334019
10.6,4.087054,99.67284,-20.435271,-5,-0.014722,10.00627,0.323938,-0.333014
10.7,4.086813,99.669753,-20.434063,-5,-0.014861,10.006254,0.324512,-0.332162
10.8,4.086573,99.666667,-20.432865,-5,-0.015,10.006241,0.325075,-0.331449
10.9,4.086336,99.66358,-20.431678,-5,-0.015139,10.00623,0.325628,-0.330858
11,4.0861,99.660494,-20.430501,-5,-0.015278,10.006221,0.32617,-0.330378
11.1,4.085867,99.657407,-20.429334,-5,-0.015417,10.006214,0.326702,-0.329997
11.2,4.085635,99.654321,-20.428177,-5,-0.015556,10.006208,0.327224,-0.329703
11.3,4.085406,99.651235,-20.427029,-5,-0.015694,10.006204,0.327737,-0.329488
11.4,4.085178,99.648148,-20.425891,-5,-0.015833,10.006201,0.32824,-0.329343
11.5,4.084952,99.645062,-20.424762,-5,-0.015972,10.0062,0.328735,-0.329261
11.6,4.084728,99.641975,-20.423642,-5,-0.016111,10.006199,0.32922,-0.329234
11.7,4.084506,99.638889,-20.422531,-5,-0.01625,10.0062,0.329696,-0.329256
11.8,4.084286,99.635802,-20.421429,-5,-0.016389,10.006201,0.330164,-0.329322
11.9,4.084067,99.632716,-20.420334,-5,-0.016528,10.006203,0.330624,-0.329426
12,4.08385,99.62963,-20.419248,-5,-0.016667,10.006205,0.331075,-0.329565
12.1,4.083634,99.626543,-20.41817,-5,-0.016806,10.006209,0.331518,-0.329733
12.2,4.08342,99.623457,-20.4171,-5,-0.016944,10.006212,0.331954,-0.329927
12.3,4.083207,99.62037,-20.416037,-5,-0.017083,10.006216,0.332382,-0.330145
12.4,4.082996,99.617284,-20.414982,-5,-0.017222,10.006221,0.332803,-0.330383
12.5,4.082787,99.614198,-20.413934,-5,-0.017361,10.006226,0.333216,-0.330638
12.6,4.082579,99.611111,-20.412893,-5,-0.0175,10.006231,0.333622,-0.330908
12.7,4.082372,99.608025,-20.411859,-5,-0.017639,10.006236,0.334021,-0.33119
12.8,4.082166,99.604938,-20.410832,-5,-0.017778,10.006242,0.334413,-0.331484
12.9,4.081962,99.601852,-20.409811,-5,-0.017917,10.006247,0.334799,-0.331787
13,4.081759,99.598765,-20.408797,-5,-0.018056,10.006253,0.335178,-0.332098
13.1,4.081558,99.595679,-20.407789,-5,-0.018194,10.006259,0.335551,-0.332415
13.2,4.081358,99.592593,-20.406788,-5,-0.018333,10.006265,0.335918,-0.332737
13.3,4.081159,99.589506,-20.405793,-5,-0.018472,10.006271,0.336279,-0.333063
13.4,4.080961,99.58642,-20.404803,-5,-0.018611,10.006278,0.336634,-0.333392
13.5,4.080764,99.583333,-20.403819,-5,-0.01875,10.006284,0.336983,-0.333724
13.6,4.080568,99.580247,-20.402841,-5,-0.018889,10.00629,0.337326,-0.334057
13.7,4.080374,99.57716,-20.401869,-5,-0.019028,10.006296,0.337664,-0.33439
13.8,4.08018,99.574074,-20.400901,-5,-0.019167,10.006303,0.337996,-0.334724
13.9,4.079988,99.570988,-20.39994,-5,-0.019306,10.006309,0.338323,-0.335057
14,4.079797,99.567901,-20.398983,-5,-0.019444,10.006315,0.338645,-0.33539
14.1,4.079606,99.564815,-20.398031,-5,-0.019583,10.006321,0.338962,-0.335721
14.2,4.079417,99.561728,-20.397084,-5,-0.019722,10.006328,0.339274,-0.33605
14.3,4.079228,99.558642,-20.396142,-5,-0.019861,10.006334,0.339581,-0.336378
14.4,4.079041,99.555556,-20.395205,-5,-0.02,10.00634,0.339884,-0.336703
14.5,4.078855,99.552469,-20.394273,-5,-0.020139,10.006346,0.340182,-0.337026
14.6,4.078669,99.549383,-20.393344,-5,-0.020278,10.006352,0.340475,-0.337347
14.7,4.078484,99.546296,-20.392421,-5,-0.020417,10.006358,0.340764,-0.337664
14.8,4.0783,99.54321,-20.391501,-5,-0.020556,10.006364,0.341049,-0.337979
14.9,4.078117,99.540123,-20.390586,-5,-0.020694,10.00637,0.341329,-0.33829
15,4.077935,99.537037,-20.389675,-5,-0.020833,10.006376,0.341606,-0.338598
15.1,4.077754,99.533951,-20.388768,-5,-0.020972,10.006381,0.341878,-0.338903
15.2,4.077573,99.530864,-20.387865,-5,-0.021111,10.006387,0.342146,-0.339205
15.3,4.077393,99.527778,-20.386965,-5,-0.02125,10.006393,0.342411,-0.339503
15.4,4.077214,99.524691,-20.38607,-5,-0.021389,10.006398,0.342672,-0.339798
15.5,4.077036,99.521605,-20.385178,-5,-0.021528,10.006404,0.342929,-0.340089
15.6,4.076858,99.518519,-20.384289,-5,-0.021667,10.006409,0.343183,-0.340377
15.7,4.076681,99.515432,-20.383405,-5,-0.021806,10.006414,0.343433,-0.340661
15.8,4.076505,99.512346,-20.382523,-5,-0.021944,10.00642,0.343679,-0.340942
15.9,4.076329,99.509259,-20.381645,-5,-0.022083,10.006425,0.343923,-0.341219
16,4.076154,99.506173,-20.38077,-5,-0.022222,10.00643,0.344163,-0.341493
16.1,4.07598,99.503086,-20.379899,-5,-0.022361,10.006435,0.3444,-0.341764
16.2,4.075806,99.5,-20.37903,-5,-0.0225,10.00644,0.344633,-0.342031
16.3,4.07566,99.496914,-20.378302,-5,-0.022639,10.006445,0.344888,-0.342296
16.4,4.075515,99.493827,-20.377576,-5,-0.022778,10.00645,0.345139,-0.342559
16.5,4.075371,99.490741,-20.376854,-5,-0.022917,10.006455,0.345387,-0.342821
16.6,4.075227,99.487654,-20.376134,-5,-0.023056,10.00646,0.345633,-0.343082
16.7,4.075083,99.484568,-20.375417,-5,-0.023194,10.006465,0.345876,-0.343342
16.8,4.074941,99.481481,-20.374703,-5,-0.023333,10.00647,0.346116,-0.343599
16.9,4.074798,99.478395,-20.373992,-5,-0.023472,10.006475,0.346353,-0.343855
17,4.074657,99.475309,-20.373283,-5,-0.023611,10.006479,0.346588,-0.344108
17.1,4.074515,99.472222,-20.372576,-5,-0.02375,10.006484,0.34682,-0.34436
17.2,4.074375,99.469136,-20.371873,-5,-0.023889,10.006489,0.34705,-0.34461
17.3,4.074234,99.466049,-20.371171,-5,-0.024028,10.006493,0.347277,-0.344858
17.4,4.074094,99.462963,-20.370472,-5,-0.024167,10.006498,0.347502,-0.345103
17.5,4.073955,99.459877,-20.369776,-5,-0.024306,10.006503,0.347724,-0.345347
17.6,4.073816,99.45679,-20.369082,-5,-0.024444,10.006507,0.347944,-0.345588
17.7,4.073678,99.453704,-20.36839,-5,-0.024583,10.006512,0.348162,-0.345827
17.8,4.07354,99.450617,-20.3677,-5,-0.024722,10.006516,0.348378,-0.346064
17.9,4.073402,99.447531,-20.367012,-5,-0.024861,10.006521,0.348592,-0.346299
18,4.073265,99.444444,-20.366327,-5,-0.025,10.006525,0.348803,-0.346532
18.1,4.073129,99.441358,-20.365643,-5,-0.025139,10.006529,0.349012,-0.346762
18.2,4.072992,99.438272,-20.364962,-5,-0.025278,10.006534,0.34922,-0.34699
18.3,4.072856,99.435185,-20.364282,-5,-0.025417,10.006538,0.349425,-0.347217
18.4,4.072721,99.432099,-20.363604,-5,-0.025556,10.006542,0.349629,-0.347441
18.5,4.072586,99.429012,-20.362929,-5,-0.025694,10.006546,0.34983,-0.347663
18.6,4.072451,99.425926,-20.362255,-5,-0.025833,10.00655,0.35003,-0.347883
18.7,4.072317,99.42284,-20.361583,-5,-0.025972,10.006555,0.350228,-0.348101
18.8,4.072183,99.419753,-20.360913,-5,-0.026111,10.006559,0.350424,-0.348316
18.9,4.072049,99.416667,-20.360244,-5,-0.02625,10.006563,0.350619,-0.34853
19,4.071915,99.41358,-20.359577,-5,-0.026389,10.006567,0.350811,-0.348742
19.1,4.071782,99.410494,-20.358912,-5,-0.026528,10.006571,0.351002,-0.348952
19.2,4.07165,99.407407,-20.358249,-5,-0.026667,10.006574,0.351192,-0.34916
19.3,4.071517,99.404321,-20.357587,-5,-0.026806,10.006578,0.35138,-0.349366
19.4,4.071385,99.401235,-20.356926,-5,-0.026944,10.006582,0.351566,-0.349571
19.5,4.071253,99.398148,-20.356267,-5,-0.027083,10.006586,0.351751,-0.349773
19.6,4.071122,99.395062,-20.35561,-5,-0.027222,10.00659,0.351934,-0.349974
19.7,4.070991,99.391975,-20.354954,-5,-0.027361,10.006594,0.352116,-0.350173
19.8,4.07086,99.388889,-20.354299,-5,-0.0275,10.006597,0.352296,-0.35037
19.9,4.070729,99.385802,-20.353646,-5,-0.027639,10.006601,0.352475,-0.350566
20,4.070599,99.382716,-20.352995,-5,-0.027778,10.006605,0.352653,-0.350759
20.1,4.070469,99.37963,-20.352344,-5,-0.027917,10.006608,0.352829,-0.350952
20.2,4.070339,99.376543,-20.351695,-5,-0.028056,10.006612,0.353004,-0.351142
20.3,4.070209,99.373457,-20.351047,-5,-0.028194,10.006615,0.353178,-0.351331
20.4,4.07008,99.37037,-20.350401,-5,-0.028333,10.006619,0.35335,-0.351519
20.5,4.069951,99.367284,-20.349756,-5,-0.028472,10.006622,0.353521,-0.351705
20.6,4.069822,99.364198,-20.349112,-5,-0.028611,10.006626,0.353691,-0.351889
20.7,4.069694,99.361111,-20.348469,-5,-0.02875,10.006629,0.35386,-0.352072
20.8,4.069565,99.358025,-20.347827,-5,-0.028889,10.006633,0.354028,-0.352254
20.9,4.069437,99.354938,-20.347186,-5,-0.029028,10.006636,0.354194,-0.352434
21,4.069309,99.351852,-20.346547,-5,-0.029167,10.006639,0.354359,-0.352613
21.1,4.069182,99.348765,-20.345909,-5,-0.029306,10.006643,0.354524,-0.35279
21.2,4.069054,99.345679,-20.345271,-5,-0.029444,10.006646,0.354687,-0.352966
21.3,4.068927,99.342593,-20.344635,-5,-0.029583,10.006649,0.354849,-0.353141
21.4,4.0688,99.339506,-20.344,-5,-0.029722,10.006653,0.35501,-0.353314
21.5,4.068673,99.33642,-20.343366,-5,-0.029861,10.006656,0.35517,-0.353487
21.6,4.068546,99.333333,-20.342732,-5,-0.03,10.006659,0.355329,-0.353658
21.7,4.06842,99.330247,-20.3421,-5,-0.030139,10.006662,0.355487,-0.353827
21.8,4.068294,99.32716,-20.341469,-5,-0.030278,10.006666,0.355645,-0.353996
21.9,4.068168,99.324074,-20.340838,-5,-0.030417,10.006669,0.355801,-0.354164
22,4.068042,99.320988,-20.340209,-5,-0.030556,10.006672,0.355956,-0.35433
22.1,4.067916,99.317901,-20.33958,-5,-0.030694,10.006675,0.356111,-0.354495
22.2,4.067791,99.314815,-20.338953,-5,-0.030833,10.006678,0.356264,-0.354659
22.3,4.067665,99.311728,-20.338326,-5,-0.030972,10.006681,0.356417,-0.354822
22.4,4.06754,99.308642,-20.3377,-5,-0.031111,10.006684,0.356569,-0.354984
22.5,4.067415,99.305556,-20.337075,-5,-0.03125,10.006687,0.35672,-0.355145
22.6,4.06729,99.302469,-20.33645,-5,-0.031389,10.00669,0.35687,-0.355305
22.7,4.067165,99.299383,-20.335827,-5,-0.031528,10.006693,0.35702,-0.355464
22.8,4.067041,99.296296,-20.335204,-5,-0.031667,10.006696,0.357168,-0.355623
22.9,4.066916,99.29321,-20.334582,-5,-0.031806,10.006699,0.357316,-0.35578
23,4.066792,99.290123,-20.333961,-5,-0.031944,10.006702,0.357463,-0.355936
23.1,4.066668,99.287037,-20.33334,-5,-0.032083,10.006705,0.35761,-0.356091
23.2,4.066544,99.283951,-20.33272,-5,-0.032222,10.006708,0.357755,-0.356245
23.3,4.06642,99.280864,-20.332101,-5,-0.032361,10.006711,0.3579,-0.356399
23.4,4.066297,99.277778,-20.331483,-5,-0.0325,10.006714,0.358045,-0.356552
23.5,4.066173,99.274691,-20.330865,-5,-0.032639,10.006716,0.358188,-0.356703
23.6,4.06605,99.271605,-20.330248,-5,-0.032778,10.006719,0.358331,-0.356854
23.7,4.065926,99.268519,-20.329632,-5,-0.032917,10.006722,0.358473,-0.357004
23.8,4.065803,99.265432,-20.329016,-5,-0.033056,10.006725,0.358615,-0.357154
23.9,4.06568,99.262346,-20.328401,-5,-0.033194,10.006728,0.358756,-0.357302
24,4.065557,99.259259,-20.327787,-5,-0.033333,10.006731,0.358896,-0.35745
24.1,4.065435,99.256173,-20.327173,-5,-0.033472,10.006733,0.359036,-0.357597
24.2,4.065312,99.253086,-20.32656,-5,-0.033611,10.006736,0.359175,-0.357744
24.3,4.065189,99.25,-20.325947,-5,-0.03375,10.006739,0.359314,-0.357889
24.4,4.065067,99.246914,-20.325335,-5,-0.033889,10.006742,0.359452,-0.358034
24.5,4.064945,99.243827,-20.324723,-5,-0.034028,10.006744,0.359589,-0.358178
24.6,4.064823,99.240741,-20.324113,-5,-0.034167,10.006747,0.359726,-0.358322
24.7,4.0647,99.237654,-20.323502,-5,-0.034306,10.00675,0.359862,-0.358464
24.8,4.064578,99.234568,-20.322892,-5,-0.034444,10.006752,0.359998,-0.358607
24.9,4.064457,99.231481,-20.322283,-5,-0.034583,10.006755,0.360133,-0.358748
25,4.064335,99.228395,-20.321674,-5,-0.034722,10.006758,0.360268,-0.358889
25.1,4.064213,99.225309,-20.321066,-5,-0.034861,10.00676,0.360402,-0.359029
25.2,4.064092,99.222222,-20.320458,-5,-0.035,10.006763,0.360535,-0.359169
25.3,4.06397,99.219136,-20.319851,-5,-0.035139,10.006766,0.360669,-0.359308
25.4,4.063849,99.216049,-20.319244,-5,-0.035278,10.006768,0.360801,-0.359446
25.5,4.063728,99.212963,-20.318638,-5,-0.035417,10.006771,0.360933,-0.359584
25.6,4.063606,99.209877,-20.318032,-5,-0.035556,10.006773,0.361065,-0.359721
25.7,4.063485,99.20679,-20.317427,-5,-0.035694,10.006776,0.361196,-0.359858
25.8,4.063364,99.203704,-20.316822,-5,-0.035833,10.006778,0.361327,-0.359994
25.9,4.063243,99.200617,-20.316217,-5,-0.035972,10.006781,0.361457,-0.36013
26,4.063123,99.197531,-20.315613,-5,-0.036111,10.006784,0.361587,-0.360265
26.1,4.063002,99.194444,-20.31501,-5,-0.03625,10.006786,0.361717,-0.360399
26.2,4.062881,99.191358,-20.314407,-5,-0.036389,10.006789,0.361846,-0.360534
26.3,4.062761,99.188272,-20.313804,-5,-0.036528,10.006791,0.361974,-0.360667
26.4,4.06264,99.185185,-20.313202,-5,-0.036667,10.006794,0.362103,-0.3608
26.5,4.06252,99.182099,-20.3126,-5,-0.036806,10.006796,0.36223,-0.360933
26.6,4.0624,99.179012,-20.311998,-5,-0.036944,10.006799,0.362358,-0.361065
26.7,4.062279,99.175926,-20.311397,-5,-0.037083,10.006801,0.362485,-0.361196
26.8,4.062159,99.17284,-20.310797,-5,-0.037222,10.006804,0.362611,-0.361327
26.9,4.062039,99.169753,-20.310196,-5,-0.037361,10.006806,0.362737,-0.361458
27,4.061919,99.166667,-20.309597,-5,-0.0375,10.006808,0.362863,-0.361588
27.1,4.061799,99.16358,-20.308997,-5,-0.037639,10.006811,0.362989,-0.361718
27.2,4.06168,99.160494,-20.308398,-5,-0.037778,10.006813,0.363114,-0.361847
27.3,4.06156,99.157407,-20.307799,-5,-0.037917,10.006816,0.363238,-0.361976
27.4,4.06144,99.154321,-20.307201,-5,-0.038056,10.006818,0.363363,-0.362105
27.5,4.061321,99.151235,-20.306603,-5,-0.038194,10.006821,0.363487,-0.362233
27.6,4.061201,99.148148,-20.306005,-5,-0.038333,10.006823,0.36361,-0.36236
27.7,4.061081,99.145062,-20.305407,-5,-0.038472,10.006825,0.363734,-0.362488
27.8,4.060962,99.141975,-20.30481,-5,-0.038611,10.006828,0.363856,-0.362614
27.9,4.060843,99.138889,-20.304214,-5,-0.03875,10.00683,0.363979,-0.362741
28,4.060723,99.135802,-20.303617,-5,-0.038889,10.006833,0.364101,-0.362867
28.1,4.060604,99.132716,-20.303021,-5,-0.039028,10.006835,0.364223,-0.362992
28.2,4.060485,99.12963,-20.302425,-5,-0.039167,10.006837,0.364345,-0.363118
28.3,4.060366,99.126543,-20.30183,-5,-0.039306,10.00684,0.364466,-0.363243
28.4,4.060247,99.123457,-20.301235,-5,-0.039444,10.006842,0.364587,-0.363367
28.5,4.060128,99.12037,-20.30064,-5,-0.039583,10.006844,0.364708,-0.363491
28.6,4.060009,99.117284,-20.300046,-5,-0.039722,10.006847,0.364828,-0.363615
28.7,4.05989,99.114198,-20.299451,-5,-0.039861,10.006849,0.364948,-0.363739
28.8,4.059772,99.111111,-20.298858,-5,-0.04,10.006851,0.365068,-0.363862
28.9,4.059653,99.108025,-20.298264,-5,-0.040139,10.006854,0.365188,-0.363985
29,4.059534,99.104938,-20.297671,-5,-0.040278,10.006856,0.365307,-0.364107
29.1,4.059416,99.101852,-20.297078,-5,-0.040417,10.006858,0.365426,-0.364229
29.2,4.059297,99.098765,-20.296485,-5,-0.040556,10.00686,0.365544,-0.364351
29.3,4.059178,99.095679,-20.295892,-5,-0.040694,10.006863,0.365663,-0.364473
29.4,4.05906,99.092593,-20.2953,-5,-0.040833,10.006865,0.365781,-0.364594
29.5,4.058942,99.089506,-20.294708,-5,-0.040972,10.006867,0.365899,-0.364715
29.6,4.058823,99.08642,-20.294117,-5,-0.041111,10.00687,0.366016,-0.364835
29.7,4.058705,99.083333,-20.293525,-5,-0.04125,10.006872,0.366133,-0.364955
29.8,4.058587,99.080247,-20.292934,-5,-0.041389,10.006874,0.36625,-0.365075
29.9,4.058469,99.07716,-20.292343,-5,-0.041528,10.006876,0.366367,-0.365195
30,4.058351,99.074074,-20.291753,-5,-0.041667,10.006879,0.366484,-0.365314
30.1,4.058232,99.070988,-20.291162,-5,-0.041806,10.006881,0.3666,-0.365433
30.2,4.058114,99.067901,-20.290572,-5,-0.041944,10.006883,0.366716,-0.365552
30.3,4.057996,99.064815,-20.289982,-5,-0.042083,10.006885,0.366832,-0.365671
30.4,4.057879,99.061728,-20.289393,-5,-0.042222,10.006888,0.366947,-0.365789
30.5,4.057761,99.058642,-20.288804,-5,-0.042361,10.00689,0.367062,-0.365907
30.6,4.057643,99.055556,-20.288214,-5,-0.0425,10.006892,0.367177,-0.366025
